Date,Time,ECA: IESO-Ontario Demand Historic Forecast,RTO: IESO-Ontario Demand Historic Forecast,TESLA: IESO-Ontario Demand Historic Forecast,TESLA: IESO-Ontario Demand Actual
9/01/2022,14:00,17583.3,16712.2,16712.2,17010.81
9/01/2022,15:00,17697.9,16810.2,16810.2,16915.2
9/01/2022,16:00,17707.3,17053.1,17053.1,17059.39
9/01/2022,17:00,18495.1,17913.05,17913.05,17668.12
9/01/2022,18:00,19483.2,18934.45,18934.45,18594.51
9/01/2022,19:00,18969.2,18604.25,18604.25,18441.09
9/01/2022,20:00,18360.9,18089.75,18089.75,18108.58
9/01/2022,21:00,18021.2,17704.2,17704.2,17727.02
9/01/2022,22:00,17462.2,17170.2,17170.2,17158.52
9/01/2022,23:00,16664.3,16386.1,16386.1,16449.63
9/01/2022,24:00:00,15494.1,15262.9,15262.9,15793.05
10/01/2022,1:00,14973.5,14976.25,14976.25,15332.2
10/01/2022,2:00,14717.2,14727.55,14727.55,15122.46
10/01/2022,3:00,14545.4,14590.2,14590.2,14913.06
10/01/2022,4:00,14642.2,14630.4,14630.4,14900.62
10/01/2022,5:00,14884.1,14915.8,14915.8,15274.14
10/01/2022,6:00,15539,15602.6,15602.6,15812.73
10/01/2022,7:00,16678.6,16781.95,16781.95,16773.72
10/01/2022,8:00,18156.6,18169.55,18169.55,18122.43
10/01/2022,9:00,18599.4,18603.9,18603.9,18521.6
10/01/2022,10:00,18521.8,18568.1,18568.1,18649.19
10/01/2022,11:00,18361.5,18329.25,18329.25,18185.1
10/01/2022,12:00,18126.5,18250.15,18250.15,18329.26
10/01/2022,13:00,17960,18159.3,18159.3,18360.72
10/01/2022,14:00,17908.3,18068.95,18068.95,18318.88
10/01/2022,15:00,18116.4,18213.75,18213.75,18455.08
10/01/2022,16:00,18308.5,18577.8,18577.8,18753.17
10/01/2022,17:00,19093.1,19490.9,19490.9,19564.92
10/01/2022,18:00,20067.2,20515.25,20515.25,20613.97
10/01/2022,19:00,19822.9,20369.25,20369.25,20368.61
10/01/2022,20:00,19298.9,19977.8,19977.8,20053.1
10/01/2022,21:00,18930.9,19630.15,19630.15,19573.59
10/01/2022,22:00,18216.2,18935.1,18935.1,18824.6
10/01/2022,23:00,17231,17935.7,17935.7,18157.63
10/01/2022,24:00:00,16361.9,17175.65,17175.65,17545.37
11/01/2022,1:00,15655.7,16704.25,16704.25,16948.04
11/01/2022,2:00,15271.6,16388.85,16388.85,16632.14
11/01/2022,3:00,15090.1,16342.2,16342.2,16491.11
11/01/2022,4:00,15180.2,16371.1,16371.1,16512.59
11/01/2022,5:00,15336.7,16527.35,16527.35,16958.47
11/01/2022,6:00,15947.9,17041.9,17041.9,17458.22
11/01/2022,7:00,17014.2,18229.65,18229.65,18566.32
11/01/2022,8:00,18414.5,19668.8,19668.8,19545.7
11/01/2022,9:00,18770.2,19935.3,19935.3,20066.82
11/01/2022,10:00,18668.4,19589.4,19589.4,20233.46
11/01/2022,11:00,18522.6,19151.3,19151.3,20168.64
11/01/2022,12:00,18297.5,18921.6,18921.6,20013.26
11/01/2022,13:00,18125.4,18678.65,18678.65,19837.64
11/01/2022,14:00,18005.4,18570.2,18570.2,19729.76
11/01/2022,15:00,18256.9,18587.25,18587.25,19498.03
11/01/2022,16:00,18479.2,19015.25,19015.25,19796.53
11/01/2022,17:00,19219.9,19782.1,19782.1,20424.88
11/01/2022,18:00,20116.3,20854.5,20854.5,21249.87
11/01/2022,19:00,19825.3,20582.3,20582.3,20914.99
11/01/2022,20:00,19286,19937.7,19937.7,20386.47
11/01/2022,21:00,18967.5,19482.7,19482.7,19764.87
11/01/2022,22:00,18217.8,18651.55,18651.55,18775.58
11/01/2022,23:00,17189.6,17570.05,17570.05,17617.35
11/01/2022,24:00:00,16255.6,16490.7,16490.7,16766.08
12/01/2022,1:00,15744.8,15764.1,15764.1,16059.06
12/01/2022,2:00,15335.6,15291.8,15291.8,15493.13
12/01/2022,3:00,15114,15022.45,15022.45,15169.05
12/01/2022,4:00,15027.9,14921,14921,15130.65
12/01/2022,5:00,15248,15100.75,15100.75,15175.59
12/01/2022,6:00,15889.9,15648.45,15648.45,15563.63
12/01/2022,7:00,16988.7,16693.45,16693.45,16459.7
12/01/2022,8:00,18317.9,17976.45,17976.45,17454.15
12/01/2022,9:00,18730.6,18338.85,18338.85,18154.41
12/01/2022,10:00,18640.3,18242.65,18242.65,18556.09
12/01/2022,11:00,18539.9,18041.45,18041.45,18801.13
12/01/2022,12:00,18399.1,17912.25,17912.25,18987.95
12/01/2022,13:00,18246.9,17819.75,17819.75,19263.11
12/01/2022,14:00,18142.7,17760.8,17760.8,19172.97
12/01/2022,15:00,18250.8,17934.05,17934.05,19094.18
12/01/2022,16:00,18484.2,18174.05,18174.05,19104.86
12/01/2022,17:00,19091.3,18722.7,18722.7,19471.62
12/01/2022,18:00,19892.3,19616.15,19616.15,20100.85
12/01/2022,19:00,19695.8,19318.1,19318.1,19667.59
12/01/2022,20:00,19230,18822.35,18822.35,19265.96
12/01/2022,21:00,18834.8,18466.05,18466.05,18756.58
12/01/2022,22:00,18153,17677.75,17677.75,17938.05
12/01/2022,23:00,17040.8,16704,16704,16899.39
12/01/2022,24:00:00,16159.2,15881.75,15881.75,15921.03
13/01/2022,1:00,15535.4,15362.05,15362.05,15401.17
13/01/2022,2:00,15269.8,15075.85,15075.85,14919.83
13/01/2022,3:00,14964.2,14907.9,14907.9,14668.82
13/01/2022,4:00,14930,14793.65,14793.65,14611.08
13/01/2022,5:00,15126.3,14971.65,14971.65,14777.63
13/01/2022,6:00,15691,15609.6,15609.6,15305.78
13/01/2022,7:00,16797.7,16669.5,16669.5,16474.9
13/01/2022,8:00,18222.2,17979.05,17979.05,17630.35
13/01/2022,9:00,18648,18492.45,18492.45,18291.72
13/01/2022,10:00,18557.6,18443.75,18443.75,18689.63
13/01/2022,11:00,18424.8,18192.1,18192.1,18858.12
13/01/2022,12:00,18385,18087.65,18087.65,19124.25
13/01/2022,13:00,18239.4,17997.45,17997.45,19130.47
13/01/2022,14:00,18176.4,17919.9,17919.9,18657.63
13/01/2022,15:00,18257,17990.7,17990.7,18485.36
13/01/2022,16:00,18430.2,18207.2,18207.2,18492.38
13/01/2022,17:00,18995.5,18770.25,18770.25,18975.42
13/01/2022,18:00,19824.3,19609.6,19609.6,19635.24
13/01/2022,19:00,19625.4,19382.4,19382.4,19383.08
13/01/2022,20:00,19173.4,18975.9,18975.9,19017.58
13/01/2022,21:00,18769.9,18605.9,18605.9,18364.42
13/01/2022,22:00,18107.3,18053,18053,17706.41
13/01/2022,23:00,17051.9,17076.15,17076.15,16897.17
13/01/2022,24:00:00,16218.6,16343.1,16343.1,15985.5
14/01/2022,1:00,15460.7,15555.85,15555.85,15367.18
14/01/2022,2:00,15168.8,15197.1,15197.1,15010.99
14/01/2022,3:00,14853.6,15088,15088,14848.76
14/01/2022,4:00,14783.9,14988.05,14988.05,14791.18
14/01/2022,5:00,14995.1,15284.1,15284.1,15029.51
14/01/2022,6:00,15525.1,15844.65,15844.65,15679.04
14/01/2022,7:00,16616.9,16854,16854,16715.89
14/01/2022,8:00,18006.8,18218.55,18218.55,17752.15
14/01/2022,9:00,18425.1,18777.3,18777.3,18280.2
14/01/2022,10:00,18387.6,18681.2,18681.2,18353.26
14/01/2022,11:00,18201.6,18384.65,18384.65,18275.6
14/01/2022,12:00,18029.1,18244.15,18244.15,18179.12
14/01/2022,13:00,17836.7,18226.25,18226.25,18039.05
14/01/2022,14:00,17768.8,18128.7,18128.7,17851.79
14/01/2022,15:00,17875.4,18080.4,18080.4,17891.47
14/01/2022,16:00,18078.7,18467.15,18467.15,18291.51
14/01/2022,17:00,18677.3,19222.75,19222.75,19005.79
14/01/2022,18:00,19693.5,20353.85,20353.85,20342.94
14/01/2022,19:00,19534.8,20313.95,20313.95,20214.81
14/01/2022,20:00,19027.4,19888,19888,19826.64
14/01/2022,21:00,18709.3,19589.55,19589.55,19473.81
14/01/2022,22:00,18049.6,18995.35,18995.35,18915.33
14/01/2022,23:00,17184.9,18248.85,18248.85,18083.73
14/01/2022,24:00:00,16252.7,17451.55,17451.55,17603.33
15/01/2022,1:00,15539.5,16784.4,16784.4,16687.27
15/01/2022,2:00,15266.1,16438.45,16438.45,16482.13
15/01/2022,3:00,15033.2,16210.85,16210.85,16271.36
15/01/2022,4:00,14864,16167.55,16167.55,16372.12
15/01/2022,5:00,14923.7,16394.55,16394.55,16591.26
15/01/2022,6:00,15011.8,16536.55,16536.55,16788.48
15/01/2022,7:00,15549.4,16989.6,16989.6,17449.36
15/01/2022,8:00,16261.7,17459.9,17459.9,18190.77
15/01/2022,9:00,16771.2,18159.35,18159.35,18841.13
15/01/2022,10:00,16995,18673.7,18673.7,18878.17
15/01/2022,11:00,17187.8,19117.65,19117.65,18874.5
15/01/2022,12:00,17385.3,19096,19096,18625.9
15/01/2022,13:00,17231.6,18700.1,18700.1,18386.26
15/01/2022,14:00,17155.1,18594.5,18594.5,18028.38
15/01/2022,15:00,17092.1,18503.7,18503.7,17977.75
15/01/2022,16:00,17511.7,18772.9,18772.9,18617.37
15/01/2022,17:00,18309.5,19518,19518,19677.9
15/01/2022,18:00,19371.4,20987.2,20987.2,20762.13
15/01/2022,19:00,19058,20663,20663,20622.43
15/01/2022,20:00,18381.7,19834.45,19834.45,19927.7
15/01/2022,21:00,17826.9,19380.35,19380.35,19456.68
15/01/2022,22:00,17292.7,18833.1,18833.1,18697.85
15/01/2022,23:00,16545.2,18109.8,18109.8,18097.67
15/01/2022,24:00:00,16439.7,17430.7,17430.7,17289.55
16/01/2022,1:00,15984,16795.85,16795.85,16583.78
16/01/2022,2:00,15598.7,16415.75,16415.75,16301.24
16/01/2022,3:00,15147.6,16183.3,16183.3,15892.08
16/01/2022,4:00,15083.6,15982.95,15982.95,16237.52
16/01/2022,5:00,15026.8,15857.05,15857.05,16270.28
16/01/2022,6:00,15421.1,15998.8,15998.8,16267.99
16/01/2022,7:00,15665.2,16317.9,16317.9,16742.19
16/01/2022,8:00,16238.6,16932.25,16932.25,17184.22
16/01/2022,9:00,16494.3,17241.05,17241.05,17489.65
16/01/2022,10:00,17034.9,17246.95,17246.95,17571.6
16/01/2022,11:00,17199.4,17293.2,17293.2,17422.83
16/01/2022,12:00,17167.3,17233.05,17233.05,17253.88
16/01/2022,13:00,17248.6,17129.05,17129.05,17064.14
16/01/2022,14:00,17355.1,16948.8,16948.8,16851.03
16/01/2022,15:00,17480.8,16925.6,16925.6,16719.89
16/01/2022,16:00,18048.9,17394.5,17394.5,17216.73
16/01/2022,17:00,18705,18277.35,18277.35,18385.58
16/01/2022,18:00,19700.4,19453.8,19453.8,19951.97
16/01/2022,19:00,19393.5,19242.35,19242.35,19611.75
16/01/2022,20:00,18771.9,18712,18712,18563.53
16/01/2022,21:00,18441.1,18316.15,18316.15,18279.97
16/01/2022,22:00,17731.6,17730,17730,17864.05
16/01/2022,23:00,16883.5,16846.4,16846.4,17199.74
16/01/2022,24:00:00,15839.3,16078.35,16078.35,16478.57
17/01/2022,1:00,15468.8,15490.65,15490.65,15618.48
17/01/2022,2:00,15252.9,15208.65,15208.65,15092.27
17/01/2022,3:00,15015.4,15010.45,15010.45,14705.42
17/01/2022,4:00,15046.6,15030.3,15030.3,14591.02
17/01/2022,5:00,15289.9,15205.5,15205.5,14718.51
17/01/2022,6:00,15908.2,15734.65,15734.65,15301.85
17/01/2022,7:00,17038.3,16822.5,16822.5,16381.85
17/01/2022,8:00,18358.1,18253.65,18253.65,17331.52
17/01/2022,9:00,18813.6,18709.45,18709.45,17914.05
17/01/2022,10:00,18850.5,18924.15,18924.15,18163.79
17/01/2022,11:00,18766.1,19023.65,19023.65,18508.52
17/01/2022,12:00,18628.2,19031.05,19031.05,18552.14
17/01/2022,13:00,18491.8,19052.75,19052.75,18468.16
17/01/2022,14:00,18359,18889.9,18889.9,18304.75
17/01/2022,15:00,18465.1,18758.85,18758.85,18008.72
17/01/2022,16:00,18605.7,18615.2,18615.2,18050
17/01/2022,17:00,19160.7,19140.2,19140.2,18311.16
17/01/2022,18:00,20055.6,19982.85,19982.85,19172.38
17/01/2022,19:00,19879.5,19834.5,19834.5,18983.59
17/01/2022,20:00,19416.9,19374.65,19374.65,18638.12
17/01/2022,21:00,18974.9,18952.9,18952.9,18231.06
17/01/2022,22:00,18245,18238.55,18238.55,17474.67
17/01/2022,23:00,17195.3,17240.55,17240.55,16290.98
17/01/2022,24:00:00,16353,16461.85,16461.85,15480.39
18/01/2022,1:00,15671.8,15971.6,15971.6,14949.77
18/01/2022,2:00,15369.1,15642.2,15642.2,14622.59
18/01/2022,3:00,15144.7,15423.7,15423.7,14652.49
18/01/2022,4:00,15080.4,15400.8,15400.8,14587.85
18/01/2022,5:00,15285.1,15677.95,15677.95,15054.11
18/01/2022,6:00,15866.7,16301.45,16301.45,15532.22
18/01/2022,7:00,16934.9,17293.2,17293.2,16699.37
18/01/2022,8:00,18332.1,18626.75,18626.75,17893.16
18/01/2022,9:00,18722,19053.5,19053.5,18421.04
18/01/2022,10:00,18682.3,18938.45,18938.45,18635.98
18/01/2022,11:00,18534.9,18666.7,18666.7,18668.78
18/01/2022,12:00,18312.3,18500.7,18500.7,18666.98
18/01/2022,13:00,18160.1,18414.4,18414.4,18731.05
18/01/2022,14:00,18017.3,18198.1,18198.1,18375.89
18/01/2022,15:00,18222.4,18308.15,18308.15,18150.33
18/01/2022,16:00,18468.2,18731.35,18731.35,18360.06
18/01/2022,17:00,19118,19506.5,19506.5,18964.26
18/01/2022,18:00,19980.7,20468.35,20468.35,19821.14
18/01/2022,19:00,19818.5,20279.65,20279.65,19735.64
18/01/2022,20:00,19361.9,19770.05,19770.05,19118.31
18/01/2022,21:00,18972.4,19281,19281,18377.74
18/01/2022,22:00,18225.6,18393.25,18393.25,17855.93
18/01/2022,23:00,17205.1,17348.3,17348.3,16859.46
18/01/2022,24:00:00,16279.4,16405.5,16405.5,16040.1
19/01/2022,1:00,15713.6,15674.55,15674.55,15476.98
19/01/2022,2:00,15378.2,15293.85,15293.85,15190.17
19/01/2022,3:00,15128.9,15020.45,15020.45,14995.59
19/01/2022,4:00,15054.4,14864,14864,14971.52
19/01/2022,5:00,15256.6,15011.1,15011.1,15021.5
19/01/2022,6:00,15788,15491.2,15491.2,15396.69
19/01/2022,7:00,16879.7,16467.7,16467.7,16393.42
19/01/2022,8:00,18181.1,17723.2,17723.2,17534.63
19/01/2022,9:00,18576.3,18153.3,18153.3,18207.22
19/01/2022,10:00,18589,18374.7,18374.7,18311.23
19/01/2022,11:00,18498.4,18416.35,18416.35,18194.38
19/01/2022,12:00,18377.7,18367.35,18367.35,17980.35
19/01/2022,13:00,18149.8,18199.5,18199.5,17880.11
19/01/2022,14:00,18071.7,18026.7,18026.7,17697.81
19/01/2022,15:00,18184.1,18154.4,18154.4,17662.42
19/01/2022,16:00,18392.9,18307,18307,17831.42
19/01/2022,17:00,18955.3,18707.5,18707.5,18503.25
19/01/2022,18:00,19742.3,19542.6,19542.6,19586.76
