"Date","Time","ECA: IESO-Ontario Demand Historic Forecast","RTO: IESO-Ontario Demand Historic Forecast","TESLA: IESO-Ontario Demand Historic Forecast","TESLA: IESO-Ontario Demand Actual",
"2022-01-11","07:00","16995.50","18039.20","18039.20","18566.32",
"2022-01-11","08:00","18413.60","19463.40","19463.40","19545.70",
"2022-01-11","09:00","18789.30","19795.80","19795.80","20066.82",
"2022-01-11","10:00","18660.50","19479.00","19479.00","20233.46",
"2022-01-11","11:00","18503.00","19232.50","19232.50","20168.64",
"2022-01-11","12:00","18285.40","18967.05","18967.05","20013.26",
"2022-01-11","13:00","18106.80","18743.25","18743.25","19837.64",
"2022-01-11","14:00","18001.10","18527.70","18527.70","19729.76",
"2022-01-11","15:00","18181.10","18598.30","18598.30","19498.03",
"2022-01-11","16:00","18405.30","19013.05","19013.05","19796.53",
"2022-01-11","17:00","19132.50","19864.15","19864.15","20424.88",
"2022-01-11","18:00","20012.10","20954.60","20954.60","21249.87",
"2022-01-11","19:00","19776.10","20742.00","20742.00","20914.99",
"2022-01-11","20:00","19249.30","20199.25","20199.25","20386.47",
"2022-01-11","21:00","18910.60","19721.25","19721.25","19764.87",
"2022-01-11","22:00","18189.70","18955.65","18955.65","18775.58",
"2022-01-11","23:00","17190.70","17832.25","17832.25","17617.35",
"2022-01-11","24:00","16283.80","16825.45","16825.45","16766.08",
"2022-01-12","01:00","15630.10","16303.65","16303.65","16059.06",
"2022-01-12","02:00","15235.00","15924.50","15924.50","15493.13",
"2022-01-12","03:00","14992.30","15585.00","15585.00","15169.05",
"2022-01-12","04:00","15024.80","15545.70","15545.70","15130.65",
"2022-01-12","05:00","15172.20","15712.50","15712.50","15175.59",
"2022-01-12","06:00","15837.70","16306.20","16306.20","15563.63",
"2022-01-12","07:00","16896.60","17393.25","17393.25","16459.70",
"2022-01-12","08:00","18281.10","18689.20","18689.20","17454.15",
"2022-01-12","09:00","18679.40","18948.95","18948.95","18154.41",
"2022-01-12","10:00","18611.30","18874.75","18874.75","18556.09",
"2022-01-12","11:00","18467.60","18634.35","18634.35","18801.13",
"2022-01-12","12:00","18299.00","18384.65","18384.65","18987.95",
"2022-01-12","13:00","18168.60","18242.55","18242.55","19263.11",
"2022-01-12","14:00","18082.50","18154.80","18154.80","19172.97",
"2022-01-12","15:00","18237.10","18226.15","18226.15","19094.18",
"2022-01-12","16:00","18460.30","18508.90","18508.90","19104.86",
"2022-01-12","17:00","19081.10","19093.75","19093.75","19471.62",
"2022-01-12","18:00","19883.90","19988.60","19988.60","20100.85",
"2022-01-12","19:00","19670.80","19763.30","19763.30","19667.59",
"2022-01-12","20:00","19173.50","19231.45","19231.45","19265.96",
"2022-01-12","21:00","18810.20","18859.00","18859.00","18756.58",
"2022-01-12","22:00","18105.00","18172.50","18172.50","17938.05",
"2022-01-12","23:00","17038.90","17088.05","17088.05","16899.39",
"2022-01-12","24:00","16204.80","16256.40","16256.40","15921.03",
"2022-01-13","01:00","15501.40","15530.75","15530.75","15401.17",
"2022-01-13","02:00","15184.10","15168.20","15168.20","14919.83",
"2022-01-13","03:00","14877.30","14912.90","14912.90","14668.82",
"2022-01-13","04:00","14856.00","14855.60","14855.60","14611.08",
"2022-01-13","05:00","15038.30","14916.40","14916.40","14777.63",
"2022-01-13","06:00","15626.90","15552.90","15552.90","15305.78",
"2022-01-13","07:00","16745.10","16617.45","16617.45","16474.90",
"2022-01-13","08:00","18138.10","17941.85","17941.85","17630.35",
"2022-01-13","09:00","18516.30","18373.10","18373.10","18291.72",
"2022-01-13","10:00","18446.80","18406.85","18406.85","18689.63",
"2022-01-13","11:00","18296.30","18226.50","18226.50","18858.12",
"2022-01-13","12:00","18227.00","18075.60","18075.60","19124.25",
"2022-01-13","13:00","18083.30","17939.40","17939.40","19130.47",
"2022-01-13","14:00","18017.30","17876.75","17876.75","18657.63",
"2022-01-13","15:00","18113.90","17925.70","17925.70","18485.36",
"2022-01-13","16:00","18306.40","18140.45","18140.45","18492.38",
"2022-01-13","17:00","18865.80","18672.05","18672.05","18975.42",
"2022-01-13","18:00","19687.70","19542.50","19542.50","19635.24",
"2022-01-13","19:00","19512.30","19344.85","19344.85","19383.08",
"2022-01-13","20:00","19088.50","18954.55","18954.55","19017.58",
"2022-01-13","21:00","18718.10","18673.65","18673.65","18364.42",
"2022-01-13","22:00","18044.70","17966.25","17966.25","17706.41",
"2022-01-13","23:00","16984.70","16957.25","16957.25","16897.17",
"2022-01-13","24:00","16151.70","16062.15","16062.15","15985.50",
"2022-01-14","01:00","15548.30","15533.55","15533.55","15367.18",
"2022-01-14","02:00","15195.00","15165.35","15165.35","15010.99",
"2022-01-14","03:00","14933.90","14965.05","14965.05","14848.76",
"2022-01-14","04:00","14906.70","14948.95","14948.95","14791.18",
"2022-01-14","05:00","15115.30","15118.40","15118.40","15029.51",
"2022-01-14","06:00","15628.30","15648.15","15648.15","15679.04",
"2022-01-14","07:00","16710.10","16692.15","16692.15","16715.89",
"2022-01-14","08:00","18044.50","18035.75","18035.75","17752.15",
"2022-01-14","09:00","18445.70","18377.75","18377.75","18280.20",
"2022-01-14","10:00","18424.20","18318.00","18318.00","18353.26",
"2022-01-14","11:00","18271.50","18048.50","18048.50","18275.60",
"2022-01-14","12:00","18147.60","17905.90","17905.90","18179.12",
"2022-01-14","13:00","18001.10","17747.75","17747.75","18039.05",
"2022-01-14","14:00","17871.50","17588.15","17588.15","17851.79",
"2022-01-14","15:00","17972.00","17676.30","17676.30","17891.47",
"2022-01-14","16:00","18099.40","17831.35","17831.35","18291.51",
"2022-01-14","17:00","18566.90","18354.30","18354.30","19005.79",
"2022-01-14","18:00","19390.10","19224.90","19224.90","20342.94",
"2022-01-14","19:00","19176.10","18952.20","18952.20","20214.81",
"2022-01-14","20:00","18689.80","18481.85","18481.85","19826.64",
"2022-01-14","21:00","18318.60","18092.25","18092.25","19473.81",
"2022-01-14","22:00","17653.30","17480.15","17480.15","18915.33",
"2022-01-14","23:00","16746.40","16622.15","16622.15","18083.73",
"2022-01-14","24:00","16121.00","15746.75","15746.75","17603.33",
"2022-01-15","01:00","15419.80","15450.50","15450.50","16687.27",
"2022-01-15","02:00","15111.60","15107.15","15107.15","16482.13",
"2022-01-15","03:00","14892.80","14859.90","14859.90","16271.36",
"2022-01-15","04:00","14721.20","14670.30","14670.30","16372.12",
"2022-01-15","05:00","14835.50","14744.10","14744.10","16591.26",
"2022-01-15","06:00","15079.60","15002.35","15002.35","16788.48",
"2022-01-15","07:00","15620.00","15641.90","15641.90","17449.36",
"2022-01-15","08:00","16346.80","16331.25","16331.25","18190.77",
"2022-01-15","09:00","16848.80","16927.10","16927.10","18841.13",
"2022-01-15","10:00","17037.40","17278.40","17278.40","18878.17",
"2022-01-15","11:00","17194.50","17542.65","17542.65","18874.50",
"2022-01-15","12:00","17325.80","17677.60","17677.60","18625.90",
"2022-01-15","13:00","17263.80","17567.70","17567.70","18386.26",
"2022-01-15","14:00","17121.70","17441.00","17441.00","18028.38",
"2022-01-15","15:00","17131.40","17410.80","17410.80","17977.75",
"2022-01-15","16:00","17487.50","17638.15","17638.15","18617.37",
"2022-01-15","17:00","18213.20","18430.25","18430.25","19677.90",
"2022-01-15","18:00","19432.40","19562.90","19562.90","20762.13",
"2022-01-15","19:00","19277.10","19306.10","19306.10","20622.43",
"2022-01-15","20:00","18601.90","18612.35","18612.35","19927.70",
"2022-01-15","21:00","18010.70","17968.90","17968.90","19456.68",
"2022-01-15","22:00","17480.70","17435.25","17435.25","18697.85",
"2022-01-15","23:00","16661.00","16705.35","16705.35","18097.67",
"2022-01-15","24:00","16181.40","16179.90","16179.90","17289.55",
"2022-01-16","01:00","15711.30","15997.10","15997.10","16583.78",
"2022-01-16","02:00","15298.30","15525.15","15525.15","16301.24",
"2022-01-16","03:00","14946.60","15397.20","15397.20","15892.08",
"2022-01-16","04:00","14908.90","15343.25","15343.25","16237.52",
"2022-01-16","05:00","14849.90","15283.20","15283.20","16270.28",
"2022-01-16","06:00","15198.50","15412.85","15412.85","16267.99",
"2022-01-16","07:00","15479.70","15916.35","15916.35","16742.19",
"2022-01-16","08:00","16116.60","16595.15","16595.15","17184.22",
"2022-01-16","09:00","16436.40","16933.45","16933.45","17489.65",
"2022-01-16","10:00","16966.70","17548.90","17548.90","17571.60",
"2022-01-16","11:00","17298.20","17724.55","17724.55","17422.83",
"2022-01-16","12:00","17289.20","17725.75","17725.75","17253.88",
"2022-01-16","13:00","17395.00","17661.85","17661.85","17064.14",
"2022-01-16","14:00","17408.50","17500.50","17500.50","16851.03",
"2022-01-16","15:00","17486.80","17419.90","17419.90","16719.89",
"2022-01-16","16:00","17878.50","17483.70","17483.70","17216.73",
"2022-01-16","17:00","18534.80","18325.65","18325.65","18385.58",
"2022-01-16","18:00","19537.00","19422.50","19422.50","19951.97",
"2022-01-16","19:00","19280.80","19265.10","19265.10","19611.75",
"2022-01-16","20:00","18697.90","18831.20","18831.20","18563.53",
"2022-01-16","21:00","18359.80","18518.75","18518.75","18279.97",
"2022-01-16","22:00","17652.10","17979.05","17979.05","17864.05",
"2022-01-16","23:00","16838.70","17078.75","17078.75","17199.74",
"2022-01-16","24:00","15695.10","16076.25","16076.25","16478.57",
"2022-01-17","01:00","15183.10","15498.90","15498.90","15618.48",
"2022-01-17","02:00","14923.50","15243.10","15243.10","15092.27",
"2022-01-17","03:00","14706.30","15018.55","15018.55","14705.42",
"2022-01-17","04:00","14732.20","15040.40","15040.40","14591.02",
"2022-01-17","05:00","14967.80","15246.85","15246.85","14718.51",
"2022-01-17","06:00","15650.20","15853.80","15853.80","15301.85",
"2022-01-17","07:00","16736.60","16930.05","16930.05","16381.85",
"2022-01-17","08:00","18154.80","18291.90","18291.90","17331.52",
"2022-01-17","09:00","18583.30","18646.25","18646.25","17914.05",
"2022-01-17","10:00","18578.80","18706.90","18706.90","18163.79",
"2022-01-17","11:00","18446.90","18514.10","18514.10","18508.52",
"2022-01-17","12:00","18319.70","18354.60","18354.60","18552.14",
"2022-01-17","13:00","18174.30","18257.50","18257.50","18468.16",
"2022-01-17","14:00","18077.30","18240.55","18240.55","18304.75",
"2022-01-17","15:00","18216.10","18335.05","18335.05","18008.72",
"2022-01-17","16:00","18427.10","18501.10","18501.10","18050.00",
"2022-01-17","17:00","19060.40","19112.90","19112.90","18311.16",
"2022-01-17","18:00","19943.00","19991.85","19991.85","19172.38",
"2022-01-17","19:00","19736.40","19803.55","19803.55","18983.59",
"2022-01-17","20:00","19241.30","19314.00","19314.00","18638.12",
"2022-01-17","21:00","18832.40","18947.65","18947.65","18231.06",
"2022-01-17","22:00","18096.90","18206.35","18206.35","17474.67",
"2022-01-17","23:00","17059.10","17187.40","17187.40","16290.98",
"2022-01-17","24:00","16250.80","16373.60","16373.60","15480.39",
"2022-01-18","01:00","15633.80","15927.55","15927.55","14949.77",
"2022-01-18","02:00","15340.00","15654.15","15654.15","14622.59",
"2022-01-18","03:00","15057.40","15407.85","15407.85","14652.49",
"2022-01-18","04:00","15021.10","15386.50","15386.50","14587.85",
"2022-01-18","05:00","15230.90","15608.20","15608.20","15054.11",
"2022-01-18","06:00","15831.10","16221.50","16221.50","15532.22",
"2022-01-18","07:00","16904.20","17276.05","17276.05","16699.37",
"2022-01-18","08:00","18305.10","18668.90","18668.90","17893.16",
"2022-01-18","09:00","18668.90","19079.90","19079.90","18421.04",
"2022-01-18","10:00","18598.10","18911.55","18911.55","18635.98",
