Date,Time,ECA: IESO-Ontario Demand Historic Forecast,RTO: IESO-Ontario Demand Historic Forecast,TESLA: IESO-Ontario Demand Historic Forecast,TESLA: IESO-Ontario Demand Actual
3/01/2022,3:00,13914.6,14552.7,14552.7,14986.9
3/01/2022,4:00,13979.9,14601.15,14601.15,14919.96
3/01/2022,5:00,14176,14839.25,14839.25,15058.1
3/01/2022,6:00,14913.8,15574.5,15574.5,15418.7
3/01/2022,7:00,16081.4,16771.1,16771.1,16283.36
3/01/2022,8:00,17276,17885.65,17885.65,17543.39
3/01/2022,9:00,17815.5,18418.95,18418.95,18020.46
3/01/2022,10:00,18103.1,18539.75,18539.75,18286.37
3/01/2022,11:00,18204.3,18407.5,18407.5,18311.06
3/01/2022,12:00,17977.7,18185.1,18185.1,18113.33
3/01/2022,13:00,17857.4,18006.7,18006.7,17752.53
3/01/2022,14:00,17982.2,18186.95,18186.95,17749.28
3/01/2022,15:00,18119,18263.4,18263.4,17720.53
3/01/2022,16:00,18240.7,18386.05,18386.05,18166.68
3/01/2022,17:00,18936.6,19076.4,19076.4,19039.88
3/01/2022,18:00,19919.8,20304.15,20304.15,20051.29
3/01/2022,19:00,19397.2,19905.5,19905.5,19548.12
3/01/2022,20:00,18849.8,19269.85,19269.85,18869.94
3/01/2022,21:00,18495,18874.75,18874.75,18324.73
3/01/2022,22:00,17609.6,17872.8,17872.8,17677.14
3/01/2022,23:00,16667.5,16900.5,16900.5,16625.63
3/01/2022,24:00:00,16004.9,16184.7,16184.7,15779.92
4/01/2022,1:00,15319,15385.3,15385.3,15542.42
4/01/2022,2:00,14879.7,14913.9,14913.9,14939.08
4/01/2022,3:00,14446.5,14511.3,14511.3,14616.92
4/01/2022,4:00,14328.8,14366.25,14366.25,14698.76
4/01/2022,5:00,14586.9,14564.9,14564.9,14723.23
4/01/2022,6:00,15083.4,15027.6,15027.6,15403.47
4/01/2022,7:00,16059.8,16001.8,16001.8,16434.88
4/01/2022,8:00,17099.6,17068.25,17068.25,17300.92
4/01/2022,9:00,17517.9,17370.15,17370.15,17776.67
4/01/2022,10:00,17700.7,17256.35,17256.35,17810.07
4/01/2022,11:00,17707.7,16970.95,16970.95,17684.6
4/01/2022,12:00,17539.1,16923.8,16923.8,17639.99
4/01/2022,13:00,17496.7,16996.2,16996.2,17643.33
4/01/2022,14:00,17488.3,16869.65,16869.65,17212.99
4/01/2022,15:00,17493.7,16917.55,16917.55,17162.72
4/01/2022,16:00,17909.4,17337.4,17337.4,17785.77
4/01/2022,17:00,18546.9,17992.85,17992.85,18420.13
4/01/2022,18:00,19354.1,18939.9,18939.9,19408.9
4/01/2022,19:00,19091.7,18745.4,18745.4,18775.38
4/01/2022,20:00,18682.8,18262.35,18262.35,18343.55
4/01/2022,21:00,18208.6,17806.35,17806.35,17690.67
4/01/2022,22:00,17703.5,17118.45,17118.45,16920.61
4/01/2022,23:00,16719.2,16224.95,16224.95,16084.48
4/01/2022,24:00:00,15930.3,15288.95,15288.95,15177.26
5/01/2022,1:00,15363.4,14870.95,14870.95,14471.43
5/01/2022,2:00,14877.8,14368.45,14368.45,14065.01
5/01/2022,3:00,14560,14123.75,14123.75,13865.02
5/01/2022,4:00,14547,14030.2,14030.2,13752.27
5/01/2022,5:00,14662.8,14048.4,14048.4,13831.47
5/01/2022,6:00,15304.4,14655.7,14655.7,14371.17
5/01/2022,7:00,16298.4,15631.15,15631.15,15439.38
5/01/2022,8:00,17411,16699.5,16699.5,16515.6
5/01/2022,9:00,17761.7,17027,17027,16990.28
5/01/2022,10:00,18054.1,17242.6,17242.6,17446.29
5/01/2022,11:00,18036.6,17211.1,17211.1,17676
5/01/2022,12:00,17984.2,17236.15,17236.15,17995.47
5/01/2022,13:00,17823.9,17193.4,17193.4,18244.98
5/01/2022,14:00,17841.9,17233.05,17233.05,18108.83
5/01/2022,15:00,17879.7,17331.5,17331.5,17943.45
5/01/2022,16:00,18250.7,17716.9,17716.9,18146.26
5/01/2022,17:00,18869.6,18192.2,18192.2,18609.65
5/01/2022,18:00,19751.8,19011.6,19011.6,19338.73
5/01/2022,19:00,19285.2,18548.9,18548.9,18700.58
5/01/2022,20:00,18755.6,18044.6,18044.6,18235.82
5/01/2022,21:00,18387.8,17769.75,17769.75,17827.66
5/01/2022,22:00,17829.8,17220.55,17220.55,17217.03
5/01/2022,23:00,16696.7,16215.25,16215.25,16366.05
5/01/2022,24:00:00,15985.4,15521.3,15521.3,15425.27
6/01/2022,1:00,15371,14943.85,14943.85,14885.17
6/01/2022,2:00,15055,14635.45,14635.45,14550.96
6/01/2022,3:00,14859.9,14528.6,14528.6,14421.87
6/01/2022,4:00,14865.5,14506.9,14506.9,14404.23
6/01/2022,5:00,15031.4,14677.75,14677.75,14584.86
6/01/2022,6:00,15591.4,15310.6,15310.6,15166.38
6/01/2022,7:00,16747.7,16492.15,16492.15,16173.94
6/01/2022,8:00,18100.1,17816.25,17816.25,17309.35
6/01/2022,9:00,18471.8,18279.05,18279.05,18115.1
6/01/2022,10:00,18385.7,18206.45,18206.45,18377.42
6/01/2022,11:00,18251.2,18025.3,18025.3,18172.77
6/01/2022,12:00,18064.1,17805.5,17805.5,18228.13
6/01/2022,13:00,17905.2,17769.3,17769.3,18197.63
6/01/2022,14:00,17851.1,17656.6,17656.6,18084.12
6/01/2022,15:00,17920.4,17795.8,17795.8,18040.95
6/01/2022,16:00,18148.7,18106.65,18106.65,18366.78
6/01/2022,17:00,18901.5,18910.55,18910.55,19355.9
6/01/2022,18:00,19697.7,19704.15,19704.15,20257.12
6/01/2022,19:00,19520.9,19616.25,19616.25,19777.54
6/01/2022,20:00,19025.3,19220.2,19220.2,19363.44
6/01/2022,21:00,18746,18987.35,18987.35,18981.63
6/01/2022,22:00,18083.7,18269.95,18269.95,18129.15
6/01/2022,23:00,17040.8,17264.25,17264.25,17136.04
6/01/2022,24:00:00,16213.7,16493.75,16493.75,16288.58
7/01/2022,1:00,15401,15825.95,15825.95,15830.55
7/01/2022,2:00,15021.6,15445.05,15445.05,15370.39
7/01/2022,3:00,14827.2,15284.45,15284.45,15278
7/01/2022,4:00,14835,15222.5,15222.5,14982.87
7/01/2022,5:00,14983.9,15392.6,15392.6,15186.01
7/01/2022,6:00,15514.8,15960.2,15960.2,15797.12
7/01/2022,7:00,16597.2,17063.6,17063.6,16754.01
7/01/2022,8:00,18002.7,18361.3,18361.3,17910.68
7/01/2022,9:00,18394.3,18804.65,18804.65,18675.68
7/01/2022,10:00,18277.2,18740.65,18740.65,18793.37
7/01/2022,11:00,18128.1,18448.65,18448.65,18381.06
7/01/2022,12:00,17947,18224.6,18224.6,18029.42
7/01/2022,13:00,17746,18054.45,18054.45,17931.78
7/01/2022,14:00,17673.8,17835.75,17835.75,17780.39
7/01/2022,15:00,17762.3,17902.05,17902.05,17815.67
7/01/2022,16:00,17925.3,18111.55,18111.55,18134.35
7/01/2022,17:00,18546.3,18764.55,18764.55,19069.92
7/01/2022,18:00,19375.1,19833.55,19833.55,20513.05
7/01/2022,19:00,19130.4,19776.75,19776.75,20188.95
7/01/2022,20:00,18622.5,19338.75,19338.75,19943.53
7/01/2022,21:00,18310.9,19003.65,19003.65,19497.72
7/01/2022,22:00,17689,18393.5,18393.5,18766.86
7/01/2022,23:00,16826.3,17495.5,17495.5,17925.97
7/01/2022,24:00:00,15881.5,16618.55,16618.55,17069.68
8/01/2022,1:00,15116.3,15851.65,15851.65,16515.57
8/01/2022,2:00,14682.9,15433.5,15433.5,16212.45
8/01/2022,3:00,14467.7,15255.3,15255.3,15870.58
8/01/2022,4:00,14353.2,15203.65,15203.65,15809.13
8/01/2022,5:00,14484.1,15271.95,15271.95,15928.75
8/01/2022,6:00,14751.1,15520.25,15520.25,15962.26
8/01/2022,7:00,15307.3,16057.75,16057.75,16256.73
8/01/2022,8:00,16048.6,16688.45,16688.45,16685.52
8/01/2022,9:00,16517.8,17110.4,17110.4,16954.43
8/01/2022,10:00,16727.4,17356.95,17356.95,17276.01
8/01/2022,11:00,17037.3,17529.4,17529.4,17379.42
8/01/2022,12:00,17210.2,17443,17443,17165.71
8/01/2022,13:00,17158.9,17246.55,17246.55,17113.21
8/01/2022,14:00,16992.3,16769.4,16769.4,17011.11
8/01/2022,15:00,17027.9,16809.05,16809.05,16907.12
8/01/2022,16:00,17371.9,17148.65,17148.65,17449.81
8/01/2022,17:00,18108.8,18101.85,18101.85,18172.47
8/01/2022,18:00,19295,19219.8,19219.8,19330.87
8/01/2022,19:00,18972.8,18970.4,18970.4,18824.38
8/01/2022,20:00,18302.8,18247,18247,18049.33
8/01/2022,21:00,17751.2,17668.35,17668.35,17524.99
8/01/2022,22:00,17204.7,17087.1,17087.1,16959.68
8/01/2022,23:00,16433.8,16302.05,16302.05,16308.67
8/01/2022,24:00:00,16002.4,15796.3,15796.3,15675.17
9/01/2022,1:00,15383.4,15093.1,15093.1,15019.82
9/01/2022,2:00,14906.7,14607.45,14607.45,14691.43
9/01/2022,3:00,14745.5,14354.7,14354.7,14406.37
9/01/2022,4:00,14729.1,14171.7,14171.7,14085.17
9/01/2022,5:00,14557.5,14005.25,14005.25,14021.88
9/01/2022,6:00,14830,14119.25,14119.25,14121.51
9/01/2022,7:00,15069.8,14500.6,14500.6,14314.72
9/01/2022,8:00,15739.7,15075.95,15075.95,14763.52
9/01/2022,9:00,16232.5,15496.1,15496.1,15262.59
9/01/2022,10:00,16773.6,16070.95,16070.95,15782.96
9/01/2022,11:00,17291.1,16355.95,16355.95,16418.34
9/01/2022,12:00,17416.5,16516.1,16516.1,16707.27
9/01/2022,13:00,17670.7,16742.85,16742.85,17009.91
9/01/2022,14:00,17489.8,16696.45,16696.45,17010.81
9/01/2022,15:00,17636.8,16775.05,16775.05,16915.2
9/01/2022,16:00,17672.6,17002.85,17002.85,17059.39
9/01/2022,17:00,18444.5,17863.9,17863.9,17668.12
9/01/2022,18:00,19432.5,18869.9,18869.9,18594.51
9/01/2022,19:00,18916,18523.35,18523.35,18441.09
9/01/2022,20:00,18299.6,18025.6,18025.6,18108.58
9/01/2022,21:00,17964.3,17650.55,17650.55,17727.02
9/01/2022,22:00,17409.9,17120.65,17120.65,17158.52
9/01/2022,23:00,16609.4,16333.25,16333.25,16449.63
9/01/2022,24:00:00,15440.4,15286,15286,15793.05
10/01/2022,1:00,14975.2,14818.6,14818.6,15332.2
10/01/2022,2:00,14740.2,14533.25,14533.25,15122.46
10/01/2022,3:00,14580.3,14394.35,14394.35,14913.06
10/01/2022,4:00,14652.2,14428.7,14428.7,14900.62
10/01/2022,5:00,14900.9,14724.05,14724.05,15274.14
10/01/2022,6:00,15515.6,15399.65,15399.65,15812.73
10/01/2022,7:00,16668.5,16587.95,16587.95,16773.72
10/01/2022,8:00,18092.2,18000.85,18000.85,18122.43
10/01/2022,9:00,18533,18476.45,18476.45,18521.6
10/01/2022,10:00,18486.3,18383.6,18383.6,18649.19
10/01/2022,11:00,18346.6,18015.1,18015.1,18185.1
10/01/2022,12:00,18149.3,18000.35,18000.35,18329.26
10/01/2022,13:00,17983.9,17951.5,17951.5,18360.72
10/01/2022,14:00,17946.4,17962.6,17962.6,18318.88
10/01/2022,15:00,18103.1,18081.5,18081.5,18455.08
10/01/2022,16:00,18299.2,18456.4,18456.4,18753.17
10/01/2022,17:00,19070.8,19408.2,19408.2,19564.92
10/01/2022,18:00,20019.9,20427.45,20427.45,20613.97
10/01/2022,19:00,19778.4,20278.2,20278.2,20368.61
10/01/2022,20:00,19254.9,19891.15,19891.15,20053.1
10/01/2022,21:00,18896.2,19548.7,19548.7,19573.59
10/01/2022,22:00,18199.6,18850.6,18850.6,18824.6
10/01/2022,23:00,17195.9,17852.7,17852.7,18157.63
10/01/2022,24:00:00,16337.7,17100.1,17100.1,17545.37
11/01/2022,1:00,15736.8,16747.8,16747.8,16948.04
11/01/2022,2:00,15341.4,16403.4,16403.4,16632.14
11/01/2022,3:00,15154,16360.2,16360.2,16491.11
11/01/2022,4:00,15243.8,16379.95,16379.95,16512.59
11/01/2022,5:00,15399.3,16547.2,16547.2,16958.47
11/01/2022,6:00,16016.9,17079,17079,17458.22
11/01/2022,7:00,17078.9,18269.45,18269.45,18566.32
11/01/2022,8:00,18521.3,19731.1,19731.1,19545.7
11/01/2022,9:00,18863.4,20023.8,20023.8,20066.82
11/01/2022,10:00,18722,19664.7,19664.7,20233.46
11/01/2022,11:00,18561.3,19269.85,19269.85,20168.64
11/01/2022,12:00,18303.8,19040.8,19040.8,20013.26
11/01/2022,13:00,18107.2,18845.8,18845.8,19837.64
11/01/2022,14:00,17994,18705.05,18705.05,19729.76
11/01/2022,15:00,18255.1,18867.7,18867.7,19498.03
11/01/2022,16:00,18482.5,19150.75,19150.75,19796.53
11/01/2022,17:00,19268,19971.4,19971.4,20424.88
11/01/2022,18:00,20196.9,21079.6,21079.6,21249.87
11/01/2022,19:00,19899.4,20811,20811,20914.99
11/01/2022,20:00,19357.2,20157,20157,20386.47
11/01/2022,21:00,19039.1,19681.45,19681.45,19764.87
11/01/2022,22:00,18273.2,18842.8,18842.8,18775.58
11/01/2022,23:00,17251.5,17720.75,17720.75,17617.35
11/01/2022,24:00:00,16291.6,16670.25,16670.25,16766.08
12/01/2022,1:00,15585.2,15831.5,15831.5,16059.06
12/01/2022,2:00,15150.4,15387.75,15387.75,15493.13
12/01/2022,3:00,14895,15179.55,15179.55,15169.05
12/01/2022,4:00,14850,15084.15,15084.15,15130.65
12/01/2022,5:00,15067.8,15238.9,15238.9,15175.59
12/01/2022,6:00,15732.1,15790.05,15790.05,15563.63
12/01/2022,7:00,16798.6,16783.25,16783.25,16459.7
12/01/2022,8:00,18152,18034.85,18034.85,17454.15
12/01/2022,9:00,18561.9,18385.3,18385.3,18154.41
12/01/2022,10:00,18535,18367.5,18367.5,18556.09
12/01/2022,11:00,18394.1,18078.9,18078.9,18801.13
12/01/2022,12:00,18262.5,17903.3,17903.3,18987.95
12/01/2022,13:00,18165.8,17873.7,17873.7,19263.11
12/01/2022,14:00,18066.8,17783.5,17783.5,19172.97
12/01/2022,15:00,18240,17891.4,17891.4,19094.18
12/01/2022,16:00,18456.4,18159.85,18159.85,19104.86
12/01/2022,17:00,19047.7,18661.45,18661.45,19471.62
12/01/2022,18:00,19830.7,19557.35,19557.35,20100.85
12/01/2022,19:00,19609.3,19295.45,19295.45,19667.59
12/01/2022,20:00,19128.1,18789.05,18789.05,19265.96
12/01/2022,21:00,18741.3,18439.2,18439.2,18756.58
12/01/2022,22:00,18037.8,17684.3,17684.3,17938.05
12/01/2022,23:00,16950.6,16659.9,16659.9,16899.39
12/01/2022,24:00:00,16116,15901.2,15901.2,15921.03
13/01/2022,1:00,15511.4,15325.4,15325.4,15401.17
13/01/2022,2:00,15255.8,15023.35,15023.35,14919.83
13/01/2022,3:00,14955.9,14820.35,14820.35,14668.82
13/01/2022,4:00,14919.4,14716.9,14716.9,14611.08
13/01/2022,5:00,15109,14883.15,14883.15,14777.63
13/01/2022,6:00,15670.5,15533.55,15533.55,15305.78
13/01/2022,7:00,16792.5,16591.65,16591.65,16474.9
13/01/2022,8:00,18168.7,17934.45,17934.45,17630.35
13/01/2022,9:00,18536.2,18376.05,18376.05,18291.72
13/01/2022,10:00,18493.3,18355.45,18355.45,18689.63
13/01/2022,11:00,18362,18133.3,18133.3,18858.12
13/01/2022,12:00,18268.5,17895,17895,19124.25
13/01/2022,13:00,18106.7,17755.65,17755.65,19130.47
13/01/2022,14:00,18042.7,17703.15,17703.15,18657.63
13/01/2022,15:00,18111.9,17626.25,17626.25,18485.36
13/01/2022,16:00,18323.4,17899.3,17899.3,18492.38
13/01/2022,17:00,18900.7,18601.45,18601.45,18975.42
13/01/2022,18:00,19750.1,19599.75,19599.75,19635.24
13/01/2022,19:00,19595.1,19543.25,19543.25,19383.08
13/01/2022,20:00,19179.4,19184.65,19184.65,19017.58
13/01/2022,21:00,18794.7,18852.2,18852.2,18364.42
13/01/2022,22:00,18136.8,18212.85,18212.85,17706.41
13/01/2022,23:00,17083.9,17224.9,17224.9,16897.17
13/01/2022,24:00:00,16223.9,16483.55,16483.55,15985.5
14/01/2022,1:00,15578.3,15812.1,15812.1,15367.18
14/01/2022,2:00,15293.5,15498.5,15498.5,15010.99
14/01/2022,3:00,15028.1,15338.15,15338.15,14848.76
14/01/2022,4:00,14973.7,15250,15250,14791.18
14/01/2022,5:00,15180.3,15530.85,15530.85,15029.51
14/01/2022,6:00,15704.8,16052.5,16052.5,15679.04
14/01/2022,7:00,16771.5,17075.25,17075.25,16715.89
14/01/2022,8:00,18158.2,18456,18456,17752.15
14/01/2022,9:00,18575.1,19042.5,19042.5,18280.2
14/01/2022,10:00,18504.1,18866.9,18866.9,18353.26
14/01/2022,11:00,18321.6,18482.5,18482.5,18275.6
14/01/2022,12:00,18121.4,18312.3,18312.3,18179.12
14/01/2022,13:00,17943.4,18275.6,18275.6,18039.05
14/01/2022,14:00,17814.7,18295.95,18295.95,17851.79
14/01/2022,15:00,17935.5,18220.65,18220.65,17891.47
14/01/2022,16:00,18109.9,18530.6,18530.6,18291.51
14/01/2022,17:00,18711.1,19296.65,19296.65,19005.79
14/01/2022,18:00,19699.9,20443.95,20443.95,20342.94
14/01/2022,19:00,19531.9,20385.7,20385.7,20214.81
14/01/2022,20:00,18999.3,19909.6,19909.6,19826.64
14/01/2022,21:00,18692.1,19634.75,19634.75,19473.81
14/01/2022,22:00,18027.2,19032.95,19032.95,18915.33
14/01/2022,23:00,17178.6,18254.4,18254.4,18083.73
14/01/2022,24:00:00,16287.7,17462.1,17462.1,17603.33
15/01/2022,1:00,15539.8,16910.85,16910.85,16687.27
15/01/2022,2:00,15255,16575.2,16575.2,16482.13
15/01/2022,3:00,15020.8,16338.6,16338.6,16271.36
15/01/2022,4:00,14867.6,16307.6,16307.6,16372.12
15/01/2022,5:00,14941,16555.75,16555.75,16591.26
15/01/2022,6:00,15015.5,16687.05,16687.05,16788.48
15/01/2022,7:00,15549.5,17125.05,17125.05,17449.36
15/01/2022,8:00,16288.5,17615,17615,18190.77
15/01/2022,9:00,16799.4,18337.05,18337.05,18841.13
15/01/2022,10:00,16987.4,18846.25,18846.25,18878.17
15/01/2022,11:00,17183.4,19303.45,19303.45,18874.5
15/01/2022,12:00,17356.9,19370.3,19370.3,18625.9
15/01/2022,13:00,17242.3,19126.6,19126.6,18386.26
15/01/2022,14:00,17146.1,19016.35,19016.35,18028.38
15/01/2022,15:00,17141.9,18792.9,18792.9,17977.75
15/01/2022,16:00,17538.9,18938.65,18938.65,18617.37
15/01/2022,17:00,18306.5,19697.4,19697.4,19677.9
15/01/2022,18:00,19365.5,21174.8,21174.8,20762.13
15/01/2022,19:00,19101.7,20788.2,20788.2,20622.43
15/01/2022,20:00,18423.2,19951.65,19951.65,19927.7
15/01/2022,21:00,17857,19490.2,19490.2,19456.68
15/01/2022,22:00,17336.1,18945.65,18945.65,18697.85
15/01/2022,23:00,16555.8,18239.95,18239.95,18097.67
15/01/2022,24:00:00,16489.9,17620.15,17620.15,17289.55
16/01/2022,1:00,15799.5,16788.3,16788.3,16583.78
16/01/2022,2:00,15429.6,16468.4,16468.4,16301.24
16/01/2022,3:00,14962.4,16251,16251,15892.08
16/01/2022,4:00,14929,16079.25,16079.25,16237.52
16/01/2022,5:00,14910.3,15938.95,15938.95,16270.28
16/01/2022,6:00,15314.2,16062,16062,16267.99
16/01/2022,7:00,15598.3,16362.5,16362.5,16742.19
16/01/2022,8:00,16203.9,16947.3,16947.3,17184.22
16/01/2022,9:00,16465,17249.4,17249.4,17489.65
16/01/2022,10:00,17013.6,17604.95,17604.95,17571.6
16/01/2022,11:00,17193.1,17717.8,17717.8,17422.83
16/01/2022,12:00,17142.4,17230.9,17230.9,17253.88
16/01/2022,13:00,17227.5,17112.65,17112.65,17064.14
16/01/2022,14:00,17346,16902.05,16902.05,16851.03
16/01/2022,15:00,17478.6,16884.2,16884.2,16719.89
16/01/2022,16:00,18018.9,17339.2,17339.2,17216.73
16/01/2022,17:00,18648.5,18234.6,18234.6,18385.58
16/01/2022,18:00,19649.6,19356.3,19356.3,19951.97
16/01/2022,19:00,19355.3,19202.75,19202.75,19611.75
16/01/2022,20:00,18733.5,18686,18686,18563.53
16/01/2022,21:00,18405.2,18322.55,18322.55,18279.97
16/01/2022,22:00,17697.6,17757.5,17757.5,17864.05
16/01/2022,23:00,16860.2,16883.5,16883.5,17199.74
16/01/2022,24:00:00,15808.6,16066.3,16066.3,16478.57
17/01/2022,1:00,15241.4,15571.75,15571.75,15618.48
17/01/2022,2:00,15003.2,15312.6,15312.6,15092.27
17/01/2022,3:00,14790.3,15117.6,15117.6,14705.42
17/01/2022,4:00,14843.4,15141.8,15141.8,14591.02
17/01/2022,5:00,15083.6,15317.75,15317.75,14718.51
17/01/2022,6:00,15740.2,15882.6,15882.6,15301.85
17/01/2022,7:00,16858.2,16975.7,16975.7,16381.85
17/01/2022,8:00,18188.7,18369.9,18369.9,17331.52
17/01/2022,9:00,18665.8,18843.05,18843.05,17914.05
17/01/2022,10:00,18722.3,18976.2,18976.2,18163.79
17/01/2022,11:00,18630.5,19047.25,19047.25,18508.52
17/01/2022,12:00,18534.3,19024.65,19024.65,18552.14
17/01/2022,13:00,18403.8,18738.3,18738.3,18468.16
17/01/2022,14:00,18226.4,18486.65,18486.65,18304.75
17/01/2022,15:00,18236.7,18413.95,18413.95,18008.72
17/01/2022,16:00,18433.1,18493.95,18493.95,18050
17/01/2022,17:00,19092.4,19098.9,19098.9,18311.16
17/01/2022,18:00,19979.1,19983.05,19983.05,19172.38
17/01/2022,19:00,19783.2,19823.75,19823.75,18983.59
17/01/2022,20:00,19318,19353.1,19353.1,18638.12
17/01/2022,21:00,18887.8,18934.45,18934.45,18231.06
17/01/2022,22:00,18135.9,18224.6,18224.6,17474.67
17/01/2022,23:00,17105.4,17198.7,17198.7,16290.98
17/01/2022,24:00:00,16284.2,16386.15,16386.15,15480.39
18/01/2022,1:00,15734.9,15911.1,15911.1,14949.77
18/01/2022,2:00,15433.5,15616.25,15616.25,14622.59
18/01/2022,3:00,15187.7,15407.15,15407.15,14652.49
18/01/2022,4:00,15143.8,15364.9,15364.9,14587.85
18/01/2022,5:00,15354.4,15654.75,15654.75,15054.11
18/01/2022,6:00,15944.1,16264.1,16264.1,15532.22
18/01/2022,7:00,17022.6,17258.35,17258.35,16699.37
18/01/2022,8:00,18389.9,18615.45,18615.45,17893.16
18/01/2022,9:00,18759,19021.7,19021.7,18421.04
18/01/2022,10:00,18715.2,18896.1,18896.1,18635.98
18/01/2022,11:00,18560.9,18569.8,18569.8,18668.78
18/01/2022,12:00,18359.3,18422.45,18422.45,18666.98
18/01/2022,13:00,18182.1,18415.8,18415.8,18731.05
18/01/2022,14:00,18043.3,18156.65,18156.65,18375.89
18/01/2022,15:00,18240.6,18275.65,18275.65,18150.33
18/01/2022,16:00,18490.1,18723.95,18723.95,18360.06
18/01/2022,17:00,19159.2,19437.75,19437.75,18964.26
18/01/2022,18:00,20036.9,20516.9,20516.9,19821.14
18/01/2022,19:00,19886.8,20374.25,20374.25,19735.64
18/01/2022,20:00,19425.8,19892.1,19892.1,19118.31
18/01/2022,21:00,19050.9,19402.65,19402.65,18377.74
18/01/2022,22:00,18308.3,18569.5,18569.5,17855.93
18/01/2022,23:00,17284.2,17518.4,17518.4,16859.46
18/01/2022,24:00:00,16344.9,16650.1,16650.1,16040.1
19/01/2022,1:00,15629.3,15786.3,15786.3,15476.98
19/01/2022,2:00,15296.3,15415.4,15415.4,15190.17
19/01/2022,3:00,14997.8,15123.2,15123.2,14995.59
19/01/2022,4:00,14946.2,14985.7,14985.7,14971.52
19/01/2022,5:00,15170.2,15130.25,15130.25,15021.5
19/01/2022,6:00,15762.5,15654.45,15654.45,15396.69
19/01/2022,7:00,16841.8,16603.65,16603.65,16393.42
19/01/2022,8:00,18187.2,17822.9,17822.9,17534.63
19/01/2022,9:00,18547.9,18211.55,18211.55,18207.22
19/01/2022,10:00,18515.2,18401.2,18401.2,18311.23
19/01/2022,11:00,18453.2,18491.6,18491.6,18194.38
19/01/2022,12:00,18354.8,18493.15,18493.15,17980.35
19/01/2022,13:00,18114.6,18462.35,18462.35,17880.11
19/01/2022,14:00,18045.9,18236.25,18236.25,17697.81
19/01/2022,15:00,18161.9,18180.35,18180.35,17662.42
19/01/2022,16:00,18362.7,18361.75,18361.75,17831.42
19/01/2022,17:00,18947.9,18801,18801,18503.25
