"Date","Time","ECA: IESO-Ontario Demand Historic Forecast","RTO: IESO-Ontario Demand Historic Forecast","TESLA: IESO-Ontario Demand Historic Forecast","TESLA: IESO-Ontario Demand Actual",
"2022-01-02","14:00","16449.60","16774.15","16774.15","17060.95",
"2022-01-02","15:00","16465.30","16718.60","16718.60","16942.86",
"2022-01-02","16:00","16786.60","17092.10","17092.10","17162.94",
"2022-01-02","17:00","17862.10","18103.60","18103.60","17834.40",
"2022-01-02","18:00","18799.30","18996.50","18996.50","18923.03",
"2022-01-02","19:00","18369.20","18611.70","18611.70","18730.76",
"2022-01-02","20:00","17921.40","18207.85","18207.85","18251.99",
"2022-01-02","21:00","17381.60","17803.30","17803.30","17818.62",
"2022-01-02","22:00","16835.10","17268.75","17268.75","17426.99",
"2022-01-02","23:00","16094.00","16363.55","16363.55","16725.02",
"2022-01-02","24:00","15057.50","15505.45","15505.45","15918.27",
"2022-01-03","01:00","14457.70","15081.05","15081.05","15339.92",
"2022-01-03","02:00","14180.70","14817.20","14817.20","15030.31",
"2022-01-03","03:00","13914.60","14552.70","14552.70","14986.90",
"2022-01-03","04:00","13979.90","14601.15","14601.15","14919.96",
"2022-01-03","05:00","14176.00","14839.25","14839.25","15058.10",
"2022-01-03","06:00","14913.80","15574.50","15574.50","15418.70",
"2022-01-03","07:00","16081.40","16771.10","16771.10","16283.36",
"2022-01-03","08:00","17276.00","17885.65","17885.65","17543.39",
"2022-01-03","09:00","17815.50","18418.95","18418.95","18020.46",
"2022-01-03","10:00","18103.10","18539.75","18539.75","18286.37",
"2022-01-03","11:00","18204.30","18407.50","18407.50","18311.06",
"2022-01-03","12:00","17977.70","18185.10","18185.10","18113.33",
"2022-01-03","13:00","17857.40","18006.70","18006.70","17752.53",
"2022-01-03","14:00","17982.20","18186.95","18186.95","17749.28",
"2022-01-03","15:00","18119.00","18263.40","18263.40","17720.53",
"2022-01-03","16:00","18240.70","18386.05","18386.05","18166.68",
"2022-01-03","17:00","18936.60","19076.40","19076.40","19039.88",
"2022-01-03","18:00","19919.80","20304.15","20304.15","20051.29",
"2022-01-03","19:00","19397.20","19905.50","19905.50","19548.12",
"2022-01-03","20:00","18849.80","19269.85","19269.85","18869.94",
"2022-01-03","21:00","18495.00","18874.75","18874.75","18324.73",
"2022-01-03","22:00","17609.60","17872.80","17872.80","17677.14",
"2022-01-03","23:00","16667.50","16900.50","16900.50","16625.63",
"2022-01-03","24:00","16004.90","16184.70","16184.70","15779.92",
"2022-01-04","01:00","15319.00","15385.30","15385.30","15542.42",
"2022-01-04","02:00","14879.70","14913.90","14913.90","14939.08",
"2022-01-04","03:00","14446.50","14511.30","14511.30","14616.92",
"2022-01-04","04:00","14328.80","14366.25","14366.25","14698.76",
"2022-01-04","05:00","14586.90","14564.90","14564.90","14723.23",
"2022-01-04","06:00","15083.40","15027.60","15027.60","15403.47",
"2022-01-04","07:00","16059.80","16001.80","16001.80","16434.88",
"2022-01-04","08:00","17099.60","17068.25","17068.25","17300.92",
"2022-01-04","09:00","17517.90","17370.15","17370.15","17776.67",
"2022-01-04","10:00","17700.70","17256.35","17256.35","17810.07",
"2022-01-04","11:00","17707.70","16970.95","16970.95","17684.60",
"2022-01-04","12:00","17539.10","16923.80","16923.80","17639.99",
"2022-01-04","13:00","17496.70","16996.20","16996.20","17643.33",
"2022-01-04","14:00","17488.30","16869.65","16869.65","17212.99",
"2022-01-04","15:00","17493.70","16917.55","16917.55","17162.72",
"2022-01-04","16:00","17909.40","17337.40","17337.40","17785.77",
"2022-01-04","17:00","18546.90","17992.85","17992.85","18420.13",
"2022-01-04","18:00","19354.10","18939.90","18939.90","19408.90",
"2022-01-04","19:00","19091.70","18745.40","18745.40","18775.38",
"2022-01-04","20:00","18682.80","18262.35","18262.35","18343.55",
"2022-01-04","21:00","18208.60","17806.35","17806.35","17690.67",
"2022-01-04","22:00","17703.50","17118.45","17118.45","16920.61",
"2022-01-04","23:00","16719.20","16224.95","16224.95","16084.48",
"2022-01-04","24:00","15930.30","15288.95","15288.95","15177.26",
"2022-01-05","01:00","15363.40","14870.95","14870.95","14471.43",
"2022-01-05","02:00","14877.80","14368.45","14368.45","14065.01",
"2022-01-05","03:00","14560.00","14123.75","14123.75","13865.02",
"2022-01-05","04:00","14547.00","14030.20","14030.20","13752.27",
"2022-01-05","05:00","14662.80","14048.40","14048.40","13831.47",
"2022-01-05","06:00","15304.40","14655.70","14655.70","14371.17",
"2022-01-05","07:00","16298.40","15631.15","15631.15","15439.38",
"2022-01-05","08:00","17411.00","16699.50","16699.50","16515.60",
"2022-01-05","09:00","17761.70","17027.00","17027.00","16990.28",
"2022-01-05","10:00","18054.10","17242.60","17242.60","17446.29",
"2022-01-05","11:00","18036.60","17211.10","17211.10","17676.00",
"2022-01-05","12:00","17984.20","17236.15","17236.15","17995.47",
"2022-01-05","13:00","17823.90","17193.40","17193.40","18244.98",
"2022-01-05","14:00","17841.90","17233.05","17233.05","18108.83",
"2022-01-05","15:00","17879.70","17331.50","17331.50","17943.45",
"2022-01-05","16:00","18250.70","17716.90","17716.90","18146.26",
"2022-01-05","17:00","18869.60","18192.20","18192.20","18609.65",
"2022-01-05","18:00","19751.80","19011.60","19011.60","19338.73",
"2022-01-05","19:00","19285.20","18548.90","18548.90","18700.58",
"2022-01-05","20:00","18755.60","18044.60","18044.60","18235.82",
"2022-01-05","21:00","18387.80","17769.75","17769.75","17827.66",
"2022-01-05","22:00","17829.80","17220.55","17220.55","17217.03",
"2022-01-05","23:00","16696.70","16215.25","16215.25","16366.05",
"2022-01-05","24:00","15985.40","15521.30","15521.30","15425.27",
"2022-01-06","01:00","15371.00","14943.85","14943.85","14885.17",
"2022-01-06","02:00","15055.00","14635.45","14635.45","14550.96",
"2022-01-06","03:00","14859.90","14528.60","14528.60","14421.87",
"2022-01-06","04:00","14865.50","14506.90","14506.90","14404.23",
"2022-01-06","05:00","15031.40","14677.75","14677.75","14584.86",
"2022-01-06","06:00","15591.40","15310.60","15310.60","15166.38",
"2022-01-06","07:00","16747.70","16492.15","16492.15","16173.94",
"2022-01-06","08:00","18100.10","17816.25","17816.25","17309.35",
"2022-01-06","09:00","18471.80","18279.05","18279.05","18115.10",
"2022-01-06","10:00","18385.70","18206.45","18206.45","18377.42",
"2022-01-06","11:00","18251.20","18025.30","18025.30","18172.77",
"2022-01-06","12:00","18064.10","17805.50","17805.50","18228.13",
"2022-01-06","13:00","17905.20","17769.30","17769.30","18197.63",
"2022-01-06","14:00","17851.10","17656.60","17656.60","18084.12",
"2022-01-06","15:00","17920.40","17795.80","17795.80","18040.95",
"2022-01-06","16:00","18148.70","18106.65","18106.65","18366.78",
"2022-01-06","17:00","18901.50","18910.55","18910.55","19355.90",
"2022-01-06","18:00","19697.70","19704.15","19704.15","20257.12",
"2022-01-06","19:00","19520.90","19616.25","19616.25","19777.54",
"2022-01-06","20:00","19025.30","19220.20","19220.20","19363.44",
"2022-01-06","21:00","18746.00","18987.35","18987.35","18981.63",
"2022-01-06","22:00","18083.70","18269.95","18269.95","18129.15",
"2022-01-06","23:00","17040.80","17264.25","17264.25","17136.04",
"2022-01-06","24:00","16213.70","16493.75","16493.75","16288.58",
"2022-01-07","01:00","15401.00","15825.95","15825.95","15830.55",
"2022-01-07","02:00","15021.60","15445.05","15445.05","15370.39",
"2022-01-07","03:00","14827.20","15284.45","15284.45","15278.00",
"2022-01-07","04:00","14835.00","15222.50","15222.50","14982.87",
"2022-01-07","05:00","14983.90","15392.60","15392.60","15186.01",
"2022-01-07","06:00","15514.80","15960.20","15960.20","15797.12",
"2022-01-07","07:00","16597.20","17063.60","17063.60","16754.01",
"2022-01-07","08:00","18002.70","18361.30","18361.30","17910.68",
"2022-01-07","09:00","18394.30","18804.65","18804.65","18675.68",
"2022-01-07","10:00","18277.20","18740.65","18740.65","18793.37",
"2022-01-07","11:00","18128.10","18448.65","18448.65","18381.06",
"2022-01-07","12:00","17947.00","18224.60","18224.60","18029.42",
"2022-01-07","13:00","17746.00","18054.45","18054.45","17931.78",
"2022-01-07","14:00","17673.80","17835.75","17835.75","17780.39",
"2022-01-07","15:00","17762.30","17902.05","17902.05","17815.67",
"2022-01-07","16:00","17925.30","18111.55","18111.55","18134.35",
"2022-01-07","17:00","18546.30","18764.55","18764.55","19069.92",
"2022-01-07","18:00","19375.10","19833.55","19833.55","20513.05",
"2022-01-07","19:00","19130.40","19776.75","19776.75","20188.95",
"2022-01-07","20:00","18622.50","19338.75","19338.75","19943.53",
"2022-01-07","21:00","18310.90","19003.65","19003.65","19497.72",
"2022-01-07","22:00","17689.00","18393.50","18393.50","18766.86",
"2022-01-07","23:00","16826.30","17495.50","17495.50","17925.97",
"2022-01-07","24:00","15881.50","16618.55","16618.55","17069.68",
"2022-01-08","01:00","15116.30","15851.65","15851.65","16515.57",
"2022-01-08","02:00","14682.90","15433.50","15433.50","16212.45",
"2022-01-08","03:00","14467.70","15255.30","15255.30","15870.58",
"2022-01-08","04:00","14353.20","15203.65","15203.65","15809.13",
"2022-01-08","05:00","14484.10","15271.95","15271.95","15928.75",
"2022-01-08","06:00","14751.10","15520.25","15520.25","15962.26",
"2022-01-08","07:00","15307.30","16057.75","16057.75","16256.73",
"2022-01-08","08:00","16048.60","16688.45","16688.45","16685.52",
"2022-01-08","09:00","16517.80","17110.40","17110.40","16954.43",
"2022-01-08","10:00","16727.40","17356.95","17356.95","17276.01",
"2022-01-08","11:00","17037.30","17529.40","17529.40","17379.42",
"2022-01-08","12:00","17210.20","17443.00","17443.00","17165.71",
"2022-01-08","13:00","17158.90","17246.55","17246.55","17113.21",
"2022-01-08","14:00","16992.30","16769.40","16769.40","17011.11",
"2022-01-08","15:00","17027.90","16809.05","16809.05","16907.12",
"2022-01-08","16:00","17371.90","17148.65","17148.65","17449.81",
"2022-01-08","17:00","18108.80","18101.85","18101.85","18172.47",
"2022-01-08","18:00","19295.00","19219.80","19219.80","19330.87",
"2022-01-08","19:00","18972.80","18970.40","18970.40","18824.38",
"2022-01-08","20:00","18302.80","18247.00","18247.00","18049.33",
"2022-01-08","21:00","17751.20","17668.35","17668.35","17524.99",
"2022-01-08","22:00","17204.70","17087.10","17087.10","16959.68",
"2022-01-08","23:00","16433.80","16302.05","16302.05","16308.67",
"2022-01-08","24:00","16002.40","15796.30","15796.30","15675.17",
"2022-01-09","01:00","15383.40","15093.10","15093.10","15019.82",
"2022-01-09","02:00","14906.70","14607.45","14607.45","14691.43",
"2022-01-09","03:00","14745.50","14354.70","14354.70","14406.37",
"2022-01-09","04:00","14729.10","14171.70","14171.70","14085.17",
"2022-01-09","05:00","14557.50","14005.25","14005.25","14021.88",
"2022-01-09","06:00","14830.00","14119.25","14119.25","14121.51",
"2022-01-09","07:00","15069.80","14500.60","14500.60","14314.72",
"2022-01-09","08:00","15739.70","15075.95","15075.95","14763.52",
"2022-01-09","09:00","16232.50","15496.10","15496.10","15262.59",
"2022-01-09","10:00","16773.60","16070.95","16070.95","15782.96",
"2022-01-09","11:00","17291.10","16355.95","16355.95","16418.34",
"2022-01-09","12:00","17416.50","16516.10","16516.10","16707.27",
"2022-01-09","13:00","17670.70","16742.85","16742.85","17009.91",
"2022-01-09","14:00","17489.80","16696.45","16696.45","17010.81",
"2022-01-09","15:00","17636.80","16775.05","16775.05","16915.20",
"2022-01-09","16:00","17672.60","17002.85","17002.85","17059.39",
"2022-01-09","17:00","18444.50","17863.90","17863.90","17668.12",
"2022-01-09","18:00","19432.50","18869.90","18869.90","18594.51",
"2022-01-09","19:00","18916.00","18523.35","18523.35","18441.09",
"2022-01-09","20:00","18299.60","18025.60","18025.60","18108.58",
"2022-01-09","21:00","17964.30","17650.55","17650.55","17727.02",
"2022-01-09","22:00","17409.90","17120.65","17120.65","17158.52",
"2022-01-09","23:00","16609.40","16333.25","16333.25","16449.63",
"2022-01-09","24:00","15440.40","15286.00","15286.00","15793.05",
"2022-01-10","01:00","14975.20","14818.60","14818.60","15332.20",
"2022-01-10","02:00","14740.20","14533.25","14533.25","15122.46",
"2022-01-10","03:00","14580.30","14394.35","14394.35","14913.06",
"2022-01-10","04:00","14652.20","14428.70","14428.70","14900.62",
"2022-01-10","05:00","14900.90","14724.05","14724.05","15274.14",
"2022-01-10","06:00","15515.60","15399.65","15399.65","15812.73",
"2022-01-10","07:00","16668.50","16587.95","16587.95","16773.72",
"2022-01-10","08:00","18092.20","18000.85","18000.85","18122.43",
"2022-01-10","09:00","18533.00","18476.45","18476.45","18521.60",
"2022-01-10","10:00","18486.30","18383.60","18383.60","18649.19",
"2022-01-10","11:00","18346.60","18015.10","18015.10","18185.10",
"2022-01-10","12:00","18149.30","18000.35","18000.35","18329.26",
"2022-01-10","13:00","17983.90","17951.50","17951.50","18360.72",
"2022-01-10","14:00","17946.40","17962.60","17962.60","18318.88",
"2022-01-10","15:00","18103.10","18081.50","18081.50","18455.08",
"2022-01-10","16:00","18299.20","18456.40","18456.40","18753.17",
"2022-01-10","17:00","19070.80","19408.20","19408.20","19564.92",
"2022-01-10","18:00","20019.90","20427.45","20427.45","20613.97",
"2022-01-10","19:00","19778.40","20278.20","20278.20","20368.61",
"2022-01-10","20:00","19254.90","19891.15","19891.15","20053.10",
"2022-01-10","21:00","18896.20","19548.70","19548.70","19573.59",
"2022-01-10","22:00","18199.60","18850.60","18850.60","18824.60",
"2022-01-10","23:00","17195.90","17852.70","17852.70","18157.63",
"2022-01-10","24:00","16337.70","17100.10","17100.10","17545.37",
"2022-01-11","01:00","15736.80","16747.80","16747.80","16948.04",
"2022-01-11","02:00","15341.40","16403.40","16403.40","16632.14",
"2022-01-11","03:00","15154.00","16360.20","16360.20","16491.11",
"2022-01-11","04:00","15243.80","16379.95","16379.95","16512.59",
"2022-01-11","05:00","15399.30","16547.20","16547.20","16958.47",
"2022-01-11","06:00","16016.90","17079.00","17079.00","17458.22",
"2022-01-11","07:00","17078.90","18269.45","18269.45","18566.32",
"2022-01-11","08:00","18521.30","19731.10","19731.10","19545.70",
"2022-01-11","09:00","18863.40","20023.80","20023.80","20066.82",
"2022-01-11","10:00","18722.00","19664.70","19664.70","20233.46",
"2022-01-11","11:00","18561.30","19269.85","19269.85","20168.64",
"2022-01-11","12:00","18303.80","19040.80","19040.80","20013.26",
"2022-01-11","13:00","18107.20","18845.80","18845.80","19837.64",
"2022-01-11","14:00","17994.00","18705.05","18705.05","19729.76",
"2022-01-11","15:00","18255.10","18867.70","18867.70","19498.03",
"2022-01-11","16:00","18482.50","19150.75","19150.75","19796.53",
"2022-01-11","17:00","19268.00","19971.40","19971.40","20424.88",
"2022-01-11","18:00","20196.90","21079.60","21079.60","21249.87",
"2022-01-11","19:00","19899.40","20811.00","20811.00","20914.99",
"2022-01-11","20:00","19357.20","20157.00","20157.00","20386.47",
"2022-01-11","21:00","19039.10","19681.45","19681.45","19764.87",
"2022-01-11","22:00","18273.20","18842.80","18842.80","18775.58",
"2022-01-11","23:00","17251.50","17720.75","17720.75","17617.35",
"2022-01-11","24:00","16291.60","16670.25","16670.25","16766.08",
"2022-01-12","01:00","15585.20","15831.50","15831.50","16059.06",
"2022-01-12","02:00","15150.40","15387.75","15387.75","15493.13",
"2022-01-12","03:00","14895.00","15179.55","15179.55","15169.05",
"2022-01-12","04:00","14850.00","15084.15","15084.15","15130.65",
"2022-01-12","05:00","15067.80","15238.90","15238.90","15175.59",
"2022-01-12","06:00","15732.10","15790.05","15790.05","15563.63",
"2022-01-12","07:00","16798.60","16783.25","16783.25","16459.70",
"2022-01-12","08:00","18152.00","18034.85","18034.85","17454.15",
"2022-01-12","09:00","18561.90","18385.30","18385.30","18154.41",
"2022-01-12","10:00","18535.00","18367.50","18367.50","18556.09",
"2022-01-12","11:00","18394.10","18078.90","18078.90","18801.13",
"2022-01-12","12:00","18262.50","17903.30","17903.30","18987.95",
"2022-01-12","13:00","18165.80","17873.70","17873.70","19263.11",
"2022-01-12","14:00","18066.80","17783.50","17783.50","19172.97",
"2022-01-12","15:00","18240.00","17891.40","17891.40","19094.18",
"2022-01-12","16:00","18456.40","18159.85","18159.85","19104.86",
"2022-01-12","17:00","19047.70","18661.45","18661.45","19471.62",
"2022-01-12","18:00","19830.70","19557.35","19557.35","20100.85",
"2022-01-12","19:00","19609.30","19295.45","19295.45","19667.59",
"2022-01-12","20:00","19128.10","18789.05","18789.05","19265.96",
"2022-01-12","21:00","18741.30","18439.20","18439.20","18756.58",
"2022-01-12","22:00","18037.80","17684.30","17684.30","17938.05",
"2022-01-12","23:00","16950.60","16659.90","16659.90","16899.39",
"2022-01-12","24:00","16116.00","15901.20","15901.20","15921.03",
"2022-01-13","01:00","15511.40","15325.40","15325.40","15401.17",
"2022-01-13","02:00","15255.80","15023.35","15023.35","14919.83",
"2022-01-13","03:00","14955.90","14820.35","14820.35","14668.82",
"2022-01-13","04:00","14919.40","14716.90","14716.90","14611.08",
"2022-01-13","05:00","15109.00","14883.15","14883.15","14777.63",
"2022-01-13","06:00","15670.50","15533.55","15533.55","15305.78",
"2022-01-13","07:00","16792.50","16591.65","16591.65","16474.90",
"2022-01-13","08:00","18168.70","17934.45","17934.45","17630.35",
"2022-01-13","09:00","18536.20","18376.05","18376.05","18291.72",
"2022-01-13","10:00","18493.30","18355.45","18355.45","18689.63",
"2022-01-13","11:00","18362.00","18133.30","18133.30","18858.12",
"2022-01-13","12:00","18268.50","17895.00","17895.00","19124.25",
"2022-01-13","13:00","18106.70","17755.65","17755.65","19130.47",
"2022-01-13","14:00","18042.70","17703.15","17703.15","18657.63",
"2022-01-13","15:00","18111.90","17626.25","17626.25","18485.36",
"2022-01-13","16:00","18323.40","17899.30","17899.30","18492.38",
"2022-01-13","17:00","18900.70","18601.45","18601.45","18975.42",
"2022-01-13","18:00","19750.10","19599.75","19599.75","19635.24",
"2022-01-13","19:00","19595.10","19543.25","19543.25","19383.08",
"2022-01-13","20:00","19179.40","19184.65","19184.65","19017.58",
"2022-01-13","21:00","18794.70","18852.20","18852.20","18364.42",
"2022-01-13","22:00","18136.80","18212.85","18212.85","17706.41",
"2022-01-13","23:00","17083.90","17224.90","17224.90","16897.17",
"2022-01-13","24:00","16223.90","16483.55","16483.55","15985.50",
"2022-01-14","01:00","15578.30","15812.10","15812.10","15367.18",
"2022-01-14","02:00","15293.50","15498.50","15498.50","15010.99",
"2022-01-14","03:00","15028.10","15338.15","15338.15","14848.76",
"2022-01-14","04:00","14973.70","15250.00","15250.00","14791.18",
"2022-01-14","05:00","15180.30","15530.85","15530.85","15029.51",
"2022-01-14","06:00","15704.80","16052.50","16052.50","15679.04",
"2022-01-14","07:00","16771.50","17075.25","17075.25","16715.89",
"2022-01-14","08:00","18158.20","18456.00","18456.00","17752.15",
"2022-01-14","09:00","18575.10","19042.50","19042.50","18280.20",
"2022-01-14","10:00","18504.10","18866.90","18866.90","18353.26",
"2022-01-14","11:00","18321.60","18482.50","18482.50","18275.60",
"2022-01-14","12:00","18121.40","18312.30","18312.30","18179.12",
"2022-01-14","13:00","17943.40","18275.60","18275.60","18039.05",
"2022-01-14","14:00","17814.70","18295.95","18295.95","17851.79",
"2022-01-14","15:00","17935.50","18220.65","18220.65","17891.47",
"2022-01-14","16:00","18109.90","18530.60","18530.60","18291.51",
"2022-01-14","17:00","18711.10","19296.65","19296.65","19005.79",
"2022-01-14","18:00","19699.90","20443.95","20443.95","20342.94",
"2022-01-14","19:00","19531.90","20385.70","20385.70","20214.81",
"2022-01-14","20:00","18999.30","19909.60","19909.60","19826.64",
"2022-01-14","21:00","18692.10","19634.75","19634.75","19473.81",
"2022-01-14","22:00","18027.20","19032.95","19032.95","18915.33",
"2022-01-14","23:00","17178.60","18254.40","18254.40","18083.73",
"2022-01-14","24:00","16287.70","17462.10","17462.10","17603.33",
"2022-01-15","01:00","15539.80","16910.85","16910.85","16687.27",
"2022-01-15","02:00","15255.00","16575.20","16575.20","16482.13",
"2022-01-15","03:00","15020.80","16338.60","16338.60","16271.36",
"2022-01-15","04:00","14867.60","16307.60","16307.60","16372.12",
"2022-01-15","05:00","14941.00","16555.75","16555.75","16591.26",
"2022-01-15","06:00","15015.50","16687.05","16687.05","16788.48",
"2022-01-15","07:00","15549.50","17125.05","17125.05","17449.36",
"2022-01-15","08:00","16288.50","17615.00","17615.00","18190.77",
"2022-01-15","09:00","16799.40","18337.05","18337.05","18841.13",
"2022-01-15","10:00","16987.40","18846.25","18846.25","18878.17",
"2022-01-15","11:00","17183.40","19303.45","19303.45","18874.50",
"2022-01-15","12:00","17356.90","19370.30","19370.30","18625.90",
"2022-01-15","13:00","17242.30","19126.60","19126.60","18386.26",
"2022-01-15","14:00","17146.10","19016.35","19016.35","18028.38",
"2022-01-15","15:00","17141.90","18792.90","18792.90","17977.75",
"2022-01-15","16:00","17538.90","18938.65","18938.65","18617.37",
"2022-01-15","17:00","18306.50","19697.40","19697.40","19677.90",
"2022-01-15","18:00","19365.50","21174.80","21174.80","20762.13",
"2022-01-15","19:00","19101.70","20788.20","20788.20","20622.43",
"2022-01-15","20:00","18423.20","19951.65","19951.65","19927.70",
"2022-01-15","21:00","17857.00","19490.20","19490.20","19456.68",
"2022-01-15","22:00","17336.10","18945.65","18945.65","18697.85",
"2022-01-15","23:00","16555.80","18239.95","18239.95","18097.67",
"2022-01-15","24:00","16489.90","17620.15","17620.15","17289.55",
"2022-01-16","01:00","15799.50","16788.30","16788.30","16583.78",
"2022-01-16","02:00","15429.60","16468.40","16468.40","16301.24",
"2022-01-16","03:00","14962.40","16251.00","16251.00","15892.08",
"2022-01-16","04:00","14929.00","16079.25","16079.25","16237.52",
"2022-01-16","05:00","14910.30","15938.95","15938.95","16270.28",
"2022-01-16","06:00","15314.20","16062.00","16062.00","16267.99",
"2022-01-16","07:00","15598.30","16362.50","16362.50","16742.19",
"2022-01-16","08:00","16203.90","16947.30","16947.30","17184.22",
"2022-01-16","09:00","16465.00","17249.40","17249.40","17489.65",
"2022-01-16","10:00","17013.60","17604.95","17604.95","17571.60",
"2022-01-16","11:00","17193.10","17717.80","17717.80","17422.83",
"2022-01-16","12:00","17142.40","17230.90","17230.90","17253.88",
"2022-01-16","13:00","17227.50","17112.65","17112.65","17064.14",
"2022-01-16","14:00","17346.00","16902.05","16902.05","16851.03",
"2022-01-16","15:00","17478.60","16884.20","16884.20","16719.89",
"2022-01-16","16:00","18018.90","17339.20","17339.20","17216.73",
"2022-01-16","17:00","18648.50","18234.60","18234.60","18385.58",
"2022-01-16","18:00","19649.60","19356.30","19356.30","19951.97",
"2022-01-16","19:00","19355.30","19202.75","19202.75","19611.75",
"2022-01-16","20:00","18733.50","18686.00","18686.00","18563.53",
"2022-01-16","21:00","18405.20","18322.55","18322.55","18279.97",
"2022-01-16","22:00","17697.60","17757.50","17757.50","17864.05",
"2022-01-16","23:00","16860.20","16883.50","16883.50","17199.74",
"2022-01-16","24:00","15808.60","16066.30","16066.30","16478.57",
"2022-01-17","01:00","15241.40","15571.75","15571.75","15618.48",
"2022-01-17","02:00","15003.20","15312.60","15312.60","15092.27",
"2022-01-17","03:00","14790.30","15117.60","15117.60","14705.42",
"2022-01-17","04:00","14843.40","15141.80","15141.80","14591.02",
"2022-01-17","05:00","15083.60","15317.75","15317.75","14718.51",
"2022-01-17","06:00","15740.20","15882.60","15882.60","15301.85",
"2022-01-17","07:00","16858.20","16975.70","16975.70","16381.85",
"2022-01-17","08:00","18188.70","18369.90","18369.90","17331.52",
"2022-01-17","09:00","18665.80","18843.05","18843.05","17914.05",
"2022-01-17","10:00","18722.30","18976.20","18976.20","18163.79",
"2022-01-17","11:00","18630.50","19047.25","19047.25","18508.52",
"2022-01-17","12:00","18534.30","19024.65","19024.65","18552.14",
"2022-01-17","13:00","18403.80","18738.30","18738.30","18468.16",
"2022-01-17","14:00","18226.40","18486.65","18486.65","18304.75",
"2022-01-17","15:00","18236.70","18413.95","18413.95","18008.72",
"2022-01-17","16:00","18433.10","18493.95","18493.95","18050.00",
"2022-01-17","17:00","19092.40","19098.90","19098.90","18311.16",
"2022-01-17","18:00","19979.10","19983.05","19983.05","19172.38",
"2022-01-17","19:00","19783.20","19823.75","19823.75","18983.59",
"2022-01-17","20:00","19318.00","19353.10","19353.10","18638.12",
"2022-01-17","21:00","18887.80","18934.45","18934.45","18231.06",
"2022-01-17","22:00","18135.90","18224.60","18224.60","17474.67",
"2022-01-17","23:00","17105.40","17198.70","17198.70","16290.98",
"2022-01-17","24:00","16284.20","16386.15","16386.15","15480.39",
"2022-01-18","01:00","15734.90","15911.10","15911.10","14949.77",
"2022-01-18","02:00","15433.50","15616.25","15616.25","14622.59",
"2022-01-18","03:00","15187.70","15407.15","15407.15","14652.49",
"2022-01-18","04:00","15143.80","15364.90","15364.90","14587.85",
"2022-01-18","05:00","15354.40","15654.75","15654.75","15054.11",
"2022-01-18","06:00","15944.10","16264.10","16264.10","15532.22",
"2022-01-18","07:00","17022.60","17258.35","17258.35","16699.37",
"2022-01-18","08:00","18389.90","18615.45","18615.45","17893.16",
"2022-01-18","09:00","18759.00","19021.70","19021.70","18421.04",
"2022-01-18","10:00","18715.20","18896.10","18896.10","18635.98",
